customer_id,account_number,full_name,gender,age,customer_segment,subsidiary_name,country,branch_code,regulator,account_type,account_status,currency,account_balance_local,account_balance_usd,loan_status,loan_amount_local,loan_amount_usd,credit_score_bucket,kyc_status,phone_number,onboarding_date,tenure_months,last_transaction_date,monthly_txn_count,primary_channel,digital_engagement_score,mobile_wallet_linked,agent_banking_used,insurance_policy_held,nps_category
EGH-KE-60804989,KE8775610008,Geoffrey Stevens,Male,60,Corporate,Equity Bank Kenya Limited,Kenya,KE-BR002,Central Bank of Kenya,Fixed Deposit,Active,KES,218881285.68,1690202.98,No Loan,0.0,0.0,Very Good (740-799),Flagged,+254792704235,2017-03-06,93,2024-09-09,30,Mobile App (EazzyBanking),88,Yes,No,No,Promoter
EGH-TZ-70283258,TZ8206576794,Francis Singh,Male,41,Retail – Affluent,Equity Bank Tanzania Limited,Tanzania,TZ-BR045,Bank of Tanzania,Current Account,Active,TZS,431525.53,165.97,No Loan,0.0,0.0,Good (670-739),Fully Verified,+255791000911,2011-08-09,160,2023-01-20,59,Branch,23,No,No,No,Promoter
EGH-CD-94627547,CD8304969341,Andrew Price,Male,73,Retail – Affluent,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR013,Banque Centrale du Congo,Savings Account,Active,CDF,0.0,0.0,No Loan,0.0,0.0,Good (670-739),Fully Verified,+243747265876,2013-08-14,136,2023-04-21,34,Mobile App (EazzyBanking),73,Yes,No,Yes,Detractor
EGH-KE-49343672,KE8515750600,Charlie Bennett,Male,49,Retail – Affluent,Equity Bank Kenya Limited,Kenya,KE-BR022,Central Bank of Kenya,Current Account,Active,KES,528305.38,4079.58,No Loan,0.0,0.0,Very Good (740-799),Fully Verified,+254752237613,2020-11-20,49,2024-12-16,29,ATM,43,Yes,Yes,No,Passive
EGH-KE-24461934,KE7242099769,Jeffrey Thompson,Male,50,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR004,Central Bank of Kenya,Insurance Policy,Active,KES,35766.05,276.19,No Loan,0.0,0.0,Exceptional (800+),Fully Verified,+254779336219,2023-01-30,23,2024-02-07,61,Agent Banking,27,Yes,Yes,No,Promoter
EGH-CD-84941036,CD7839209407,Olivia Thompson,Female,69,Microfinance,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR007,Banque Centrale du Congo,Current Account,Active,CDF,0.0,0.0,No Loan,0.0,0.0,Exceptional (800+),Fully Verified,+243745985010,2020-11-20,49,2023-02-04,37,ATM,31,Yes,Yes,No,Passive
EGH-KE-66678786,KE2990439140,Gerard Harrison,Male,71,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR040,Central Bank of Kenya,Current Account,Active,KES,0.0,0.0,No Loan,0.0,0.0,Very Good (740-799),Fully Verified,+254720943626,2013-01-13,143,2024-04-10,11,Agent Banking,14,Yes,Yes,Yes,Promoter
EGH-CD-73023858,CD9615233088,Eleanor Myers,Female,49,Retail – Mass Market,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR006,Banque Centrale du Congo,Savings Account,Active,CDF,46331.51,16.55,No Loan,0.0,0.0,Good (670-739),Fully Verified,+243735816056,2022-12-15,24,2023-07-22,50,Mobile App (EazzyBanking),93,Yes,No,No,Promoter
EGH-TZ-18750396,TZ5528296599,Jay Hall,Male,29,Retail – Mass Market,Equity Bank Tanzania Limited,Tanzania,TZ-BR003,Bank of Tanzania,Savings Account,Dormant,TZS,0.0,0.0,Active Loan,48911.71,18.81,Poor (300-579),Fully Verified,+255787523167,2015-02-17,118,2024-05-26,68,ATM,35,No,No,No,Promoter
EGH-KE-38112997,KE3364822219,Patrick Hodgson,Male,31,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR012,Central Bank of Kenya,Insurance Policy,Active,KES,0.0,0.0,Non-Performing,139284.64,1075.56,Poor (300-579),Fully Verified,+254729708908,2021-05-17,43,2024-01-15,8,Branch,39,Yes,No,No,Promoter
EGH-KE-79105951,KE5090908043,Sheila Williams,Female,67,Corporate,Equity Bank Kenya Limited,Kenya,KE-BR004,Central Bank of Kenya,Fixed Deposit,Suspended,KES,0.0,0.0,No Loan,0.0,0.0,Very Good (740-799),Partial KYC,+254743913956,2022-09-01,28,2023-12-10,1,Agent Banking,14,Yes,Yes,No,Promoter
EGH-FSVK-84903381,FSVK8409387926,Allan Field,Male,24,SME,Finserve Africa Limited,Kenya,FSVK-BR010,Communications Authority of Kenya,Savings Account,Active,KES,5263927.46,40648.09,Active Loan,2699948.85,20849.03,Fair (580-669),Fully Verified,+254767557243,2012-07-02,150,2023-01-17,3,Agent Banking,49,No,Yes,No,Detractor
EGH-CD-49169499,CD7232394876,Rhys Barker,Male,19,Retail – Affluent,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR029,Banque Centrale du Congo,Savings Account,Active,CDF,0.0,0.0,Written Off,2947019.51,1052.51,Very Poor (<300),Fully Verified,+243727085668,2013-08-20,136,2024-10-01,52,Agent Banking,12,Yes,Yes,No,Promoter
EGH-KE-82428791,KE2373442513,Frances Chandler,Female,45,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR019,Central Bank of Kenya,Current Account,Active,KES,39747.62,306.93,No Loan,0.0,0.0,Poor (300-579),Fully Verified,+254764637662,2018-02-13,82,2023-04-11,0,Mobile App (EazzyBanking),71,Yes,Yes,Yes,Promoter
EGH-KE-85752267,KE4947823198,Stewart Richardson,Male,32,Retail – Affluent,Equity Bank Kenya Limited,Kenya,KE-BR046,Central Bank of Kenya,Savings Account,Active,KES,0.0,0.0,Fully Repaid,0.0,0.0,Very Good (740-799),Fully Verified,+254742859640,2023-02-20,22,2023-06-05,70,Agent Banking,11,Yes,Yes,No,Detractor
EGH-KE-44873053,KE7796189355,Rebecca Holland,Female,61,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR003,Central Bank of Kenya,Business Account,Dormant,KES,25.1,0.19,No Loan,0.0,0.0,Very Good (740-799),Fully Verified,+254759208490,2018-11-19,73,2023-08-10,76,Mobile App (EazzyBanking),99,No,No,No,Promoter
EGH-RW-90827885,RW7245782017,Tony Singh,Male,26,SME,Equity Bank Rwanda Limited,Rwanda,RW-BR018,National Bank of Rwanda,Fixed Deposit,Active,RWF,745589.79,569.15,Active Loan,0.0,0.0,Fair (580-669),Partial KYC,+250727516861,2018-04-18,80,2023-06-23,73,ATM,55,Yes,Yes,No,Passive
EGH-UG-35949529,UG2706159678,Catherine Hargreaves,Female,60,Retail – Mass Market,Equity Bank Uganda Limited,Uganda,UG-BR039,Bank of Uganda,Savings Account,Active,UGX,0.0,0.0,No Loan,0.0,0.0,Poor (300-579),Fully Verified,+256778161997,2010-01-16,179,2024-10-29,53,ATM,50,Yes,Yes,No,Detractor
EGH-CD-31560200,CD7685806076,Connor Jones,Male,43,Retail – Mass Market,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR004,Banque Centrale du Congo,Current Account,Active,CDF,0.0,0.0,No Loan,0.0,0.0,Very Good (740-799),Fully Verified,+243718273080,2012-04-10,152,2023-09-29,56,Mobile App (EazzyBanking),87,Yes,Yes,No,Passive
EGH-KE-71424594,KE7073586388,Anthony Harding,Male,73,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR011,Central Bank of Kenya,Savings Account,Active,KES,57462.39,443.73,Active Loan,0.0,0.0,Fair (580-669),Fully Verified,+254700907034,2010-01-04,179,2023-10-04,13,Branch,36,Yes,No,No,Promoter
EGH-KE-67308563,KE3199378124,Pauline Walker,Female,59,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR004,Central Bank of Kenya,Current Account,Active,KES,0.0,0.0,Active Loan,112591.38,869.43,Good (670-739),Fully Verified,+254717650940,2013-01-14,143,2024-01-08,55,Agent Banking,26,Yes,Yes,No,Promoter
EGH-FSVK-22577723,FSVK3768191683,Max Gill,Male,26,Retail – Mass Market,Finserve Africa Limited,Kenya,FSVK-BR036,Communications Authority of Kenya,Savings Account,Active,KES,26111.26,201.63,No Loan,0.0,0.0,Poor (300-579),Partial KYC,+254719478247,2014-05-22,127,2024-09-14,36,Mobile App (EazzyBanking),90,Yes,Yes,No,Passive
EGH-CD-84946306,CD4774640540,Brett Rogers,Male,20,SME,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR037,Banque Centrale du Congo,Current Account,Dormant,CDF,105792.34,37.78,Active Loan,3395870.17,1212.81,Very Good (740-799),Fully Verified,+243724655822,2011-10-22,158,2024-04-02,59,Mobile App (EazzyBanking),85,No,Yes,No,Promoter
EGH-ELAK-82440919,ELAK7063549988,Jasmine Taylor,Female,64,Retail – Affluent,Equity Life Assurance (Kenya) Limited,Kenya,ELAK-BR016,Insurance Regulatory Authority,Savings Account,Active,KES,1459221.48,11268.12,Fully Repaid,1052565.72,8127.92,Good (670-739),Partial KYC,+254799847990,2013-04-10,140,2024-02-09,5,Branch,38,Yes,No,Yes,Promoter
EGH-TZ-10662604,TZ9562969219,Leonard Leonard,Male,48,Retail – Affluent,Equity Bank Tanzania Limited,Tanzania,TZ-BR006,Bank of Tanzania,Savings Account,Active,TZS,1543484.61,593.65,Fully Repaid,4248009.24,1633.85,Very Good (740-799),Fully Verified,+255789652762,2015-12-09,108,2023-07-20,69,USSD (*247#),67,Yes,Yes,No,Promoter
EGH-KE-81715831,KE9952684302,Joanna Simpson,Female,50,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR048,Central Bank of Kenya,Savings Account,Active,KES,21538.36,166.32,No Loan,0.0,0.0,Poor (300-579),Partial KYC,+254722678225,2020-01-03,59,2024-10-18,64,Agent Banking,17,No,Yes,No,Passive
EGH-RW-80823193,RW7203195807,Steven Smith,Male,73,Retail – Mass Market,Equity Bank Rwanda Limited,Rwanda,RW-BR039,National Bank of Rwanda,Savings Account,Active,RWF,25146.07,19.2,Active Loan,0.0,0.0,Good (670-739),Flagged,+250732171623,2010-02-14,178,2024-03-19,54,Mobile App (EazzyBanking),92,Yes,No,No,Detractor
EGH-RW-80232787,RW4711954236,Rebecca Hunt,Female,30,Retail – Affluent,Equity Bank Rwanda Limited,Rwanda,RW-BR030,National Bank of Rwanda,Current Account,Active,RWF,0.0,0.0,Fully Repaid,713698.92,544.81,Fair (580-669),Fully Verified,+250721697540,2019-09-10,63,2023-12-24,37,Mobile App (EazzyBanking),74,Yes,No,No,Passive
EGH-CD-69836576,CD1616113298,Bethan Goodwin,Female,65,Retail – Mass Market,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR002,Banque Centrale du Congo,Current Account,Dormant,CDF,0.0,0.0,Active Loan,95228.53,34.01,Good (670-739),Fully Verified,+243707116518,2018-12-02,72,2024-12-28,31,Agent Banking,17,No,Yes,Yes,Promoter
EGH-KE-52441042,KE6336883483,Karen Bull,Female,43,Retail – Affluent,Equity Bank Kenya Limited,Kenya,KE-BR016,Central Bank of Kenya,Current Account,Active,KES,0.0,0.0,No Loan,0.0,0.0,Good (670-739),Fully Verified,+254793424914,2021-10-25,38,2024-08-21,41,Mobile App (EazzyBanking),91,No,No,No,Promoter
EGH-RW-73464883,RW5335548309,Colin Marshall,Male,57,Microfinance,Equity Bank Rwanda Limited,Rwanda,RW-BR040,National Bank of Rwanda,Fixed Deposit,Closed,RWF,0.0,0.0,No Loan,0.0,0.0,Very Good (740-799),Fully Verified,+250736280413,2019-06-22,66,2024-10-18,0,Branch,17,No,Yes,No,Promoter
EGH-KE-34940945,KE7036478706,Daniel Brown,Male,61,Microfinance,Equity Bank Kenya Limited,Kenya,KE-BR005,Central Bank of Kenya,Current Account,Active,KES,4315.97,33.33,No Loan,0.0,0.0,Exceptional (800+),Partial KYC,+254752504872,2017-11-13,85,2023-02-01,56,Mobile App (EazzyBanking),92,Yes,Yes,No,Passive
EGH-CD-60008225,CD9680220018,Damien Banks,Male,19,SME,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR002,Banque Centrale du Congo,Mobile Savings (EazzyBanking),Dormant,CDF,0.0,0.0,No Loan,0.0,0.0,Good (670-739),Partial KYC,+243775554723,2021-01-15,47,2023-06-14,73,Branch,9,Yes,No,No,Promoter
EGH-CD-51302419,CD2501253195,Gerard Gill,Male,44,SME,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR001,Banque Centrale du Congo,Savings Account,Dormant,CDF,288369.65,102.99,Active Loan,11994365.35,4283.7,Fair (580-669),Fully Verified,+243773550150,2011-03-13,165,2023-12-18,79,USSD (*247#),51,No,No,Yes,Promoter
EGH-ELAK-55504562,ELAK4335578217,Danny Barker,Male,54,Retail – Mass Market,Equity Life Assurance (Kenya) Limited,Kenya,ELAK-BR045,Insurance Regulatory Authority,Current Account,Dormant,KES,2638.6,20.38,No Loan,0.0,0.0,Very Good (740-799),Partial KYC,+254768466213,2019-02-23,70,2024-06-26,39,USSD (*247#),53,Yes,No,Yes,Promoter
EGH-TZ-61186707,TZ6185356765,Abdul Murphy,Male,70,SME,Equity Bank Tanzania Limited,Tanzania,TZ-BR043,Bank of Tanzania,Current Account,Active,TZS,0.0,0.0,No Loan,0.0,0.0,Good (670-739),Fully Verified,+255711122783,2016-07-14,101,2023-03-29,3,Agent Banking,22,Yes,Yes,Yes,Promoter
EGH-KE-13353608,KE4156422604,Clifford French,Male,61,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR020,Central Bank of Kenya,Insurance Policy,Active,KES,70218.82,542.23,No Loan,0.0,0.0,Good (670-739),Fully Verified,+254777329917,2013-11-20,133,2024-05-04,62,Branch,11,Yes,Yes,No,Promoter
EGH-CD-22581729,CD2584446645,Lauren Lee,Female,18,Microfinance,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR006,Banque Centrale du Congo,Savings Account,Active,CDF,0.0,0.0,No Loan,0.0,0.0,Good (670-739),Partial KYC,+243779933964,2016-09-01,100,2023-02-25,53,USSD (*247#),48,No,No,Yes,Detractor
EGH-KE-32093304,KE6386922454,Dean Brown,Male,45,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR028,Central Bank of Kenya,Savings Account,Active,KES,0.0,0.0,Active Loan,31810.74,245.64,Good (670-739),Partial KYC,+254711148602,2020-04-30,56,2023-12-29,46,Mobile App (EazzyBanking),91,Yes,No,No,Promoter
EGH-TZ-20307706,TZ1354430343,Adrian Williams,Male,58,Retail – Mass Market,Equity Bank Tanzania Limited,Tanzania,TZ-BR043,Bank of Tanzania,Fixed Deposit,Active,TZS,63135.98,24.28,Active Loan,98424.58,37.86,Very Good (740-799),Partial KYC,+255707343526,2011-02-08,166,2023-09-08,8,Agent Banking,35,Yes,Yes,No,Promoter
EGH-TZ-49565221,TZ4393388625,Ben Owen,Male,41,Retail – Mass Market,Equity Bank Tanzania Limited,Tanzania,TZ-BR028,Bank of Tanzania,Fixed Deposit,Active,TZS,28660.07,11.02,Non-Performing,117991.28,45.38,Poor (300-579),Partial KYC,+255738515424,2018-10-19,74,2024-12-02,61,Mobile App (EazzyBanking),77,Yes,No,No,Promoter
EGH-KE-70156265,KE9754266627,Bradley Humphreys,Male,44,Corporate,Equity Bank Kenya Limited,Kenya,KE-BR028,Central Bank of Kenya,Fixed Deposit,Active,KES,52892771.04,408438.39,No Loan,0.0,0.0,Very Good (740-799),Partial KYC,+254763848201,2019-08-04,64,2024-07-17,29,Mobile App (EazzyBanking),70,Yes,No,No,Promoter
EGH-RW-68898596,RW5303867472,Iain Taylor,Male,52,Microfinance,Equity Bank Rwanda Limited,Rwanda,RW-BR039,National Bank of Rwanda,Mobile Savings (EazzyBanking),Active,RWF,0.0,0.0,No Loan,0.0,0.0,Very Good (740-799),Fully Verified,+250758514717,2017-02-27,94,2023-02-09,2,Agent Banking,47,Yes,Yes,No,Passive
EGH-RW-52398658,RW1914300772,Ronald Hanson,Male,26,Corporate,Equity Bank Rwanda Limited,Rwanda,RW-BR046,National Bank of Rwanda,Savings Account,Dormant,RWF,2481351.04,1894.16,No Loan,0.0,0.0,Good (670-739),Fully Verified,+250799211496,2012-09-05,147,2024-04-13,76,Branch,22,Yes,No,No,Passive
EGH-KE-86957199,KE8508600854,Ben Fox,Male,66,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR003,Central Bank of Kenya,Fixed Deposit,Active,KES,0.0,0.0,No Loan,0.0,0.0,Good (670-739),Fully Verified,+254745117534,2021-10-08,38,2023-06-04,39,Branch,9,No,Yes,No,Passive
EGH-UG-17127766,UG2611349379,Judith Morris,Female,74,Retail – Mass Market,Equity Bank Uganda Limited,Uganda,UG-BR048,Bank of Uganda,Insurance Policy,Active,UGX,55982.54,14.73,Active Loan,0.0,0.0,Poor (300-579),Fully Verified,+256723888818,2014-03-02,130,2024-12-20,8,Agent Banking,19,Yes,Yes,No,Promoter
EGH-CD-78849896,CD3257484108,Sylvia Collins,Female,54,SME,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR041,Banque Centrale du Congo,Savings Account,Closed,CDF,0.0,0.0,No Loan,0.0,0.0,Exceptional (800+),Fully Verified,+243781102512,2012-07-26,149,2023-03-01,0,USSD (*247#),69,Yes,No,No,Passive
EGH-UG-61714055,UG9661937350,Russell Middleton,Male,51,Retail – Mass Market,Equity Bank Uganda Limited,Uganda,UG-BR023,Bank of Uganda,Savings Account,Active,UGX,4305.04,1.13,Active Loan,146011.91,38.42,Good (670-739),Fully Verified,+256758647068,2012-08-26,148,2024-03-15,65,Branch,27,No,No,No,Promoter
EGH-CD-67124648,CD7975920566,Maurice Jones,Male,67,NGO / Non-profit,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR010,Banque Centrale du Congo,Current Account,Dormant,CDF,479345.43,171.19,Non-Performing,2732669.98,975.95,Poor (300-579),Fully Verified,+243787996567,2010-04-20,176,2023-02-12,54,Mobile App (EazzyBanking),79,Yes,Yes,No,Detractor
EGH-KE-60883598,KE3897171547,Ryan Glover,Male,40,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR013,Central Bank of Kenya,Fixed Deposit,Active,KES,7458.72,57.6,No Loan,0.0,0.0,Poor (300-579),Partial KYC,+254710320801,2012-02-22,154,2024-11-21,39,Agent Banking,19,No,Yes,Yes,Promoter
EGH-KE-59822145,KE6825424814,Kate Hope,Female,21,Retail – Affluent,Equity Bank Kenya Limited,Kenya,KE-BR009,Central Bank of Kenya,Insurance Policy,Active,KES,1426986.54,11019.2,No Loan,0.0,0.0,Very Good (740-799),Fully Verified,+254797021256,2015-05-01,116,2024-05-06,69,Mobile App (EazzyBanking),96,No,No,Yes,Passive
EGH-KE-18150978,KE5389899870,Diana Brown,Female,50,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR022,Central Bank of Kenya,Current Account,Active,KES,70959.41,547.95,Fully Repaid,0.0,0.0,Good (670-739),Partial KYC,+254747838360,2020-03-17,57,2024-02-22,11,Internet Banking,73,Yes,No,No,Promoter
EGH-SS-60328643,SS9032471924,Kevin Sheppard,Male,68,SME,Equity Bank South Sudan Limited,South Sudan,SS-BR044,Bank of South Sudan,Mobile Savings (EazzyBanking),Active,SSP,1487214.88,1144.01,No Loan,0.0,0.0,Poor (300-579),Fully Verified,+211771067338,2012-04-12,152,2023-01-18,21,Mobile App (EazzyBanking),98,No,Yes,No,Detractor
EGH-TZ-81542134,TZ6042642989,Carolyn Brown,Female,45,Retail – Mass Market,Equity Bank Tanzania Limited,Tanzania,TZ-BR020,Bank of Tanzania,Mobile Savings (EazzyBanking),Active,TZS,49726.56,19.13,Fully Repaid,49747.97,19.13,Good (670-739),Partial KYC,+255721399278,2013-06-29,138,2024-04-12,69,Branch,16,Yes,No,No,Passive
EGH-TZ-37355508,TZ6947305350,Janet Peters,Female,45,Retail – Mass Market,Equity Bank Tanzania Limited,Tanzania,TZ-BR001,Bank of Tanzania,Savings Account,Active,TZS,2222.69,0.85,Active Loan,0.0,0.0,Very Poor (<300),Pending Review,+255734291628,2012-04-09,152,2024-02-13,16,Branch,34,Yes,No,No,Passive
EGH-KE-64255441,KE2342240365,Timothy Hall,Male,56,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR006,Central Bank of Kenya,Mobile Savings (EazzyBanking),Active,KES,32429.72,250.42,Written Off,52609.58,406.25,Very Poor (<300),Fully Verified,+254771173367,2024-04-21,8,2023-02-11,46,USSD (*247#),45,Yes,Yes,Yes,Promoter
EGH-KE-12773605,KE3248774585,Mary Watson,Female,55,SME,Equity Bank Kenya Limited,Kenya,KE-BR017,Central Bank of Kenya,Savings Account,Active,KES,3729417.4,28798.59,No Loan,0.0,0.0,Fair (580-669),Fully Verified,+254722967865,2010-11-12,169,2024-03-19,60,ATM,60,No,No,No,Promoter
EGH-TZ-41274927,TZ1238883653,Janice Young,Female,57,Retail – Affluent,Equity Bank Tanzania Limited,Tanzania,TZ-BR003,Bank of Tanzania,Business Account,Active,TZS,1096356.98,421.68,No Loan,0.0,0.0,Fair (580-669),Fully Verified,+255792249576,2014-08-26,124,2023-04-29,73,USSD (*247#),65,Yes,No,No,Promoter
EGH-SS-49304564,SS6294199532,Bernard Smith,Male,62,SME,Equity Bank South Sudan Limited,South Sudan,SS-BR045,Bank of South Sudan,Mobile Savings (EazzyBanking),Active,SSP,1354540.16,1041.95,Fully Repaid,0.0,0.0,Good (670-739),Fully Verified,+211753974943,2012-08-30,148,2023-08-06,78,Agent Banking,40,Yes,Yes,No,Detractor
EGH-KE-98446454,KE6062662159,Denis King,Male,36,Retail – Affluent,Equity Bank Kenya Limited,Kenya,KE-BR014,Central Bank of Kenya,Fixed Deposit,Active,KES,940.59,7.26,No Loan,0.0,0.0,Good (670-739),Fully Verified,+254724418414,2015-09-04,111,2023-12-17,60,ATM,64,No,Yes,No,Promoter
EGH-CD-29312620,CD3770338517,Graham Newman,Male,39,SME,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR015,Banque Centrale du Congo,Mobile Savings (EazzyBanking),Active,CDF,0.0,0.0,No Loan,0.0,0.0,Fair (580-669),Fully Verified,+243785319238,2017-10-29,86,2023-01-11,48,ATM,53,No,Yes,No,Passive
EGH-KE-34889349,KE3089198873,Joyce Harris,Female,37,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR025,Central Bank of Kenya,Savings Account,Active,KES,0.0,0.0,No Loan,0.0,0.0,Fair (580-669),Partial KYC,+254768490135,2024-03-01,10,2023-03-23,54,Agent Banking,45,Yes,Yes,No,Detractor
EGH-UG-46767577,UG5077298047,Melanie Barlow,Female,49,SME,Equity Bank Uganda Limited,Uganda,UG-BR003,Bank of Uganda,Savings Account,Active,UGX,4662117.45,1226.87,No Loan,0.0,0.0,Very Poor (<300),Fully Verified,+256702509533,2016-02-27,106,2024-03-24,57,Agent Banking,25,Yes,Yes,No,Detractor
EGH-UG-99339904,UG1934042213,Patricia Chapman,Female,69,SME,Equity Bank Uganda Limited,Uganda,UG-BR044,Bank of Uganda,Business Account,Active,UGX,2745056.61,722.38,No Loan,0.0,0.0,Poor (300-579),Fully Verified,+256776617391,2013-01-22,143,2024-11-16,78,Mobile App (EazzyBanking),71,Yes,No,No,Promoter
EGH-KE-86806275,KE8676590501,Robin Ward,Male,68,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR001,Central Bank of Kenya,Savings Account,Active,KES,70394.22,543.58,No Loan,0.0,0.0,Exceptional (800+),Partial KYC,+254717564024,2012-09-30,147,2024-08-01,27,USSD (*247#),50,Yes,No,Yes,Promoter
EGH-CD-13122366,CD8486930170,Rosemary Williams,Not Disclosed,69,SME,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR004,Banque Centrale du Congo,Savings Account,Closed,CDF,0.0,0.0,No Loan,0.0,0.0,Fair (580-669),Fully Verified,+243739975472,2012-02-01,154,2023-07-03,0,Agent Banking,22,Yes,Yes,No,Promoter
EGH-CD-31054553,CD6365312113,William Owens,Male,38,SME,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR048,Banque Centrale du Congo,Fixed Deposit,Active,CDF,3767538.54,1345.55,Fully Repaid,5500013.76,1964.29,Good (670-739),Fully Verified,+243750655961,2024-12-03,0,2023-04-28,34,Branch,21,No,No,No,Promoter
